,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Suburb-Encoded,CouncilArea_Banyule,CouncilArea_Bayside,CouncilArea_Boroondara,CouncilArea_Brimbank,CouncilArea_Cardinia,CouncilArea_Casey,CouncilArea_Darebin,CouncilArea_Frankston,CouncilArea_Glen Eira,CouncilArea_Greater Dandenong,CouncilArea_Hobsons Bay,CouncilArea_Hume,CouncilArea_Kingston,CouncilArea_Knox,CouncilArea_Macedon Ranges,CouncilArea_Manningham,CouncilArea_Maribyrnong,CouncilArea_Maroondah,CouncilArea_Melbourne,CouncilArea_Melton,CouncilArea_Monash,CouncilArea_Moonee Valley,CouncilArea_Moorabool,CouncilArea_Moreland,CouncilArea_Nillumbik,CouncilArea_Port Phillip,CouncilArea_Stonnington,CouncilArea_Unavailable,CouncilArea_Whitehorse,CouncilArea_Whittlesea,CouncilArea_Wyndham,CouncilArea_Yarra,CouncilArea_Yarra Ranges
3630,Kew,302 Cotham Rd,1.1112156319690585,h,0.3696553380462073,PI,RT,17/09/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,-0.6337801554835224,0.03222231664566769,0.051818045860576416,-0.25982907434559105,-0.005012390680936273,0.5551231731954467,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3631,Kew,4/34 Dean St,-0.9814633698531323,u,-0.2904548749931547,S,Jellis,17/09/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,0.6733666682978894,-0.6337801554835224,-0.11763275345854556,-0.12009327251782642,0.008472509490800641,-0.07062181671519119,0.5955420920833299,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3632,Kew,23 Gellibrand St,1.1112156319690585,h,1.6288703178961752,S,Fletchers,17/09/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,-0.7723755222926781,0.4050752030500361,-0.00962684172791695,-0.048001429326883296,0.14262330140899648,0.012651685559120949,0.3568779996023525,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3633,Kew,74 Gladstone St,-0.9814633698531323,h,0.39937594005508853,S,Nelson,17/09/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.03368384294866021,-0.11639625491829088,-0.6622814501001786,0.12242130219342925,0.4483017447059825,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3634,Kew,21 Grandview Tce,1.1112156319690585,h,1.1330055370111567,VB,Kay,17/09/2016,-0.7732417638134951,-0.047443945922508515,2.1589230463490927,0.6733666682978894,0.4050752030500361,0.006912346611344044,0.06475760745895083,-0.6622814501001786,0.20064792554203636,0.37612510383478204,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3635,Kew,83 Normanby Rd,1.1112156319690585,h,2.2483102334496996,S,Nelson,17/09/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,0.4050752030500361,0.06855841223949866,-0.048001429326883296,0.14262330140899648,0.07069079320481833,0.5705208565812809,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3636,Kew,2A Churchill St,0.06487613105796312,h,0.6261910606491822,S,Jellis,18/03/2017,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.0677645946780465,0.09433374825523519,0.8670375777672541,0.11989786273057675,0.4887206635938657,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3637,Kew,30 College Pde,1.1112156319690585,h,2.3687568836962183,S,Marshall,18/03/2017,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,0.4050752030500361,0.025456285052333643,0.11651585385244846,-0.9842433507038487,-0.04034054316087141,0.3934474976439139,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3638,Kew,176 Cotham Rd,1.1112156319690585,h,2.423505361081,PI,Marshall,18/03/2017,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,0.4050752030500361,0.039740129527149955,0.13500094185012618,-2.003789369282137,0.011389965827649867,0.4483017447059825,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3639,Kew,45 Stevenson St,1.1112156319690585,h,1.86037816512325,S,Jellis,18/03/2017,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,-0.7723755222926781,-0.6337801554835224,0.022950347425172886,0.1664255914461783,-0.9305830339365704,-0.007535830143788782,0.25775541280635245,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3640,Kew,24 Fitzwilliam St,2.157555132880154,h,1.4067479239350629,S,Kay,18/06/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,-0.6337801554835224,-0.006870310338040117,1.6082624552650409,-2.003789369282137,-0.047910861549518596,0.4415652582247142,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3641,Kew,37 Heather Gr,1.1112156319690585,h,1.5631721450344378,S,Kay,18/06/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,0.4050752030500361,0.05151803637480551,-0.048001429326883296,0.14262330140899648,0.05807359589055578,0.6186386171623547,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3642,Kew,176 Peel St,2.157555132880154,h,2.3061871952564683,PI,Marshall,18/06/2016,-0.7732417638134951,-0.047443945922508515,2.1589230463490927,3.564851049479025,0.4050752030500361,0.009668878001220876,0.35127647142295554,1.3768105870563982,0.19560104661633135,0.3857486559509968,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3643,Kew,52 Argyle Rd,1.1112156319690585,h,1.8212721098484064,S,Jellis,19/11/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,0.4050752030500361,0.06555128708690575,-0.048001429326883296,0.14262330140899648,0.06564391427911331,0.5782196982741981,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3644,Kew,34 Cobden St,-0.9814633698531323,h,0.3117783762394386,S,Jellis,19/11/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,-1.6726355140170808,-0.04445937474545147,-0.048001429326883296,0.14262330140899648,0.07447595239914193,0.39248514243226507,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3645,Kew,2/37 Wills St,0.06487613105796312,t,0.3978116978440948,PI,Jellis,19/11/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.08856387698348078,0.05921208105964751,0.8133772609999758,0.12494474165628178,0.30298610775193274,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3646,Kew,10/7 College Pde,0.06487613105796312,u,-0.556376050862092,S,Jellis,22/05/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.048001429326883296,0.14262330140899648,-0.05421946020660504,0.38767336637429445,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3647,Kew,7a Peel St,0.06487613105796312,h,0.5855207631633447,VB,Jellis,22/05/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.0780389389494056,0.09618225705500295,0.8938677361508933,0.04924155777052717,0.3607274204489478,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3648,Kew,61 Molesworth St,0.06487613105796312,h,4.026853627349592,VB,Jellis,22/08/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,1.4439305615835945,0.19911776261457406,0.24036594343688922,-0.1256782824273952,0.10854238514769562,0.25583070238278127,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3649,Kew,5/13 Hope Ct,-0.9814633698531323,u,-0.8207329845200356,S,Jellis,23/04/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,0.4050752030500361,-0.1399355983402763,-0.1219417813175942,0.7328867858490583,0.21074168339353605,0.2991366869053374,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3650,Kew,91 Princess St,1.1112156319690585,h,2.6972477480049055,VB,Kay,23/04/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,-0.7723755222926781,-1.6726355140170808,0.09036006959579723,-0.048001429326883296,0.14262330140899648,0.1009720667591381,0.3318567641003035,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3651,Kew,9/25 Derby St,-0.9814633698531323,u,-0.8113475312540731,S,Nelson,24/09/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.048001429326883296,0.14262330140899648,0.07321423266767084,0.401146339336831,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3652,Kew,27 Earl St,0.06487613105796312,h,0.5229510747235947,PI,Fletchers,24/09/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.009877435490633024,-0.048001429326883296,0.14262330140899648,0.16658149279348267,0.4088451810297481,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3653,Kew,4/97 Earl St,1.1112156319690585,t,-0.11838823178384232,VB,Fletchers,24/09/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,2.119108858888457,0.4050752030500361,-0.06049737555928031,-0.048001429326883296,0.14262330140899648,0.1918158874220974,0.3539909339676795,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3654,Kew,2 Fernhurst Gr,1.1112156319690585,h,2.1497629741570936,VB,Jellis,24/09/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,0.4050752030500361,0.11366528952839228,-0.048001429326883296,-1.7354877854457456,0.0315774815305596,0.3126096598681475,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3655,Kew,51 Princess St,1.1112156319690585,h,2.165405396267031,S,Marshall,24/09/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,3.564851049479025,0.4050752030500361,0.04475200478147147,0.2606995402343347,-1.4671862016093538,0.0631204748162608,0.32608263283068406,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3656,Kew,80 Brougham St,1.1112156319690585,h,2.7754598585545933,S,Marshall,25/02/2017,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,2.482785920117153,0.032974097933815914,0.17751664424478494,-2.003789369282137,0.0694290734734369,0.3424426714281671,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3657,Kew,68 Mary St,2.157555132880154,h,2.11065691888225,VB,Jellis,25/02/2017,-0.7732417638134951,-0.047443945922508515,2.1589230463490927,0.6733666682978894,0.4050752030500361,-0.00611852904989189,0.15718304744733946,-2.003789369282137,0.06059703535340829,0.41750637793431405,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3658,Kew,2/27 Pakington St,-0.9814633698531323,u,-0.7284426940714044,SP,Nelson,25/02/2017,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,0.04675675488320007,-0.14782090451434302,0.08896298464171816,0.08583142998202303,0.3790121694697285,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3659,Kew,2/78 Studley Park Rd,0.06487613105796312,u,-0.18877913127856102,S,Marshall,25/02/2017,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.1048524715600257,-0.05724397332572216,0.4109248852453882,0.03662436045626462,0.218298849129571,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3660,Kew,3/99 Earl St,-0.9814633698531323,t,-0.5759290784995139,S,Jellis,26/07/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.1088619717634829,-0.1219417813175942,0.7328867858490583,0.19433932688494993,0.35495328917932834,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3661,Kew,53 Mary St,0.06487613105796312,h,0.5229510747235947,S,Nelson,26/07/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,-0.6337801554835224,-0.02917315521977085,-0.048001429326883296,0.14262330140899648,0.05807359589055578,0.4136569570877187,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3662,Kew,5/93 Princess St,0.06487613105796312,t,-0.537605144330167,S,Nelson,26/07/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,0.0866011631550561,-0.07757757012316766,0.4109248852453882,0.10349550622199061,0.3318567641003035,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3663,Kew,75 Earl St,-0.9814633698531323,h,2.814565913829437,S,Jellis,27/06/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,0.12694675895234428,-0.11454774611852311,-1.4671862016093538,0.18676900849630274,0.3722756829881867,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3664,Kew,7 Gladstone St,0.06487613105796312,h,0.7654086174276258,S,Jellis,27/06/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.005867935287175815,-0.048001429326883296,-0.47447034141470446,0.08204627078769945,0.4348287717434459,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3665,Kew,3/100 Mount St,-0.9814633698531323,u,-0.9317941815005918,VB,RT,27/06/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,0.6733666682978894,-0.6337801554835224,-0.1399355983402763,-0.048001429326883296,1.0816788448363674,-0.0882858929552484,0.6157515515274082,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3666,Kew,21 Princess St,1.1112156319690585,h,1.0156873711866257,S,Jellis,27/06/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,1.4439305615835945,0.03773537942542135,-0.048001429326883296,0.14262330140899648,0.03410092099341211,0.3222332119840887,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3667,Kew,60 Childers St,0.06487613105796312,h,0.6637328737130321,PI,Marshall,27/11/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,0.4050752030500361,0.07482325630740054,-0.04060739412781221,-0.6354512917165395,0.14008537843348648,0.4531135207642266,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3668,Kew,18 Collins St,1.1112156319690585,h,1.0547934264614693,S,hockingstuart,27/11/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,2.119108858888457,0.4050752030500361,0.020695003560728203,0.14424348584896504,1.2158296367545633,0.1388236587020154,0.31645908071446927,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3669,Kew,4/206 Cotham Rd,0.06487613105796312,u,0.038035989315532565,S,Jellis,27/11/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.0683350261243288,-0.7964322420183745,0.006343086901944848,0.48102182190094855,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3670,Kew,36 Denmark St,0.06487613105796312,h,0.33524200940434484,S,Christopher,27/11/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-1.6726355140170808,-0.059495000508416,-0.048001429326883296,0.14262330140899648,-0.03024678530946137,0.3203085015610646,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3671,Kew,33 Disraeli St,0.06487613105796312,h,0.5698783410534072,S,Kay,27/11/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.06525865705088574,-0.04060739412781221,-1.7354877854457456,0.08961658917625698,0.4223181539922847,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3672,Kew,27 Fernhurst Gr,1.1112156319690585,h,2.321829617366406,PI,Jellis,27/11/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,2.119108858888457,2.482785920117153,0.027962222679494397,0.35867050662202665,0.6792264690817799,0.0631204748162608,0.31453437029117165,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3673,Kew,7 Heather Gr,2.157555132880154,h,2.384399305806156,VB,hockingstuart,27/11/2016,-0.7732417638134951,-0.047443945922508515,2.1589230463490927,0.6733666682978894,0.4050752030500361,0.028964597730358702,0.23851743463712144,-0.15250844081103437,0.03536264072488319,0.6311492349132425,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3674,Kew,47 Kellett Gr,1.1112156319690585,h,1.829093320903375,S,Jellis,27/11/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,2.119108858888457,0.4050752030500361,0.017186690882703144,-0.048001429326883296,0.14262330140899648,0.2233588807077986,0.38093687989275266,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3675,Kew,69 Malin St,2.157555132880154,h,3.448084009281905,PI,Marshall,27/11/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,5.010593240069592,0.4050752030500361,-0.019650592236559974,-0.009182744531760077,0.38409472686174906,-0.03150850504093245,0.4781347562662756,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3676,Kew,157 Wiltshire Dr,0.06487613105796312,t,-0.5407336287521545,SP,RT,27/11/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.1399355983402763,-0.048001429326883296,0.14262330140899648,0.19055416769062633,0.27507780661493725,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3677,Kew,62 Campbell St,1.1112156319690585,h,4.582159612252373,PI,Marshall,28/05/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,2.119108858888457,1.4439305615835945,0.06053941183258423,-0.048001429326883296,1.1889994783709241,0.08835486944487556,0.5897679608137104,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3678,Kew,43 Kellett Gr,0.06487613105796312,h,0.2116668747358387,S,Nelson,28/05/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,0.0186902534589996,-0.048001429326883296,0.14262330140899648,0.22209716097632753,0.38478630073934794,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3679,Kew,3/40 Rowland St,-0.9814633698531323,u,-0.2888906327821609,S,Jellis,28/05/2016,-0.7732417638134951,-0.047443945922508515,-0.9470351748622228,-0.7723755222926781,-0.6337801554835224,-0.10961375305163114,-0.048001429326883296,0.14262330140899648,-0.04286398262381357,0.5599349492536908,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3680,Kew,6/108 Walpole St,0.06487613105796312,u,-0.7128002719614669,VB,hockingstuart,28/05/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,-0.7723755222926781,-0.6337801554835224,-0.1399355983402763,-0.07388055252363211,0.14262330140899648,0.14387053762772042,0.36650155171856724,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3681,Kew,31 Argyle Rd,1.1112156319690585,h,2.384399305806156,VB,Kay,28/08/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,2.119108858888457,0.4050752030500361,0.03548003556097667,1.013042621739818,0.7328867858490583,0.07447595239914193,0.5522361075607737,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3682,Kew,17 Hartington St,2.157555132880154,h,2.6972477480049055,PI,Marshall,28/08/2016,-0.7732417638134951,-0.047443945922508515,2.1589230463490927,0.6733666682978894,1.4439305615835945,0.09061066335851331,0.16457708264641055,-1.7354877854457456,0.09466346810205165,0.44926409991763133,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3683,Kew,82 Parkhill Rd,0.06487613105796312,h,0.5385934968335322,S,Marshall,28/08/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,0.4050752030500361,-0.07102231359335548,0.0019083082668465586,0.9206978945345324,0.05050327750199825,0.5166289647308612,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3684,Kew,26 Queen St,0.06487613105796312,h,1.1330055370111567,PI,Jellis,28/08/2016,-0.7732417638134951,-0.047443945922508515,1.1236036392786544,0.6733666682978894,-0.6337801554835224,-0.05573609406767487,-0.023970814929902256,-1.4671862016093538,0.02274544341053099,0.3520662235443819,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3685,Kew,34 Alfred St,0.06487613105796312,h,3.111771933918249,S,Kay,30/07/2016,-0.7732417638134951,-0.047443945922508515,0.08828423220821574,0.6733666682978894,1.4439305615835945,0.05377338023925019,-0.048001429326883296,0.14262330140899648,-0.018891307726580254,0.536838424175213,Southern Metropolitan,0.6569909367342845,0.16269448510145318,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
